id_dat,value,crep_id,create_date
1,115,1,2023-06-02 18:20:25.766624
2,58,1,2023-06-02 18:20:25.766624
3,230,1,2023-06-02 18:20:25.766624
4,328,1,2023-06-02 18:20:25.766624
5,255,1,2023-06-02 18:20:25.766624
6,29,1,2023-06-02 18:20:25.766624
7,335,1,2023-06-02 18:20:25.766624
8,324,1,2023-06-02 18:20:25.766624
9,19,1,2023-06-02 18:20:25.766624
10,85,1,2023-06-02 18:20:25.766624
11,34,1,2023-06-02 18:20:25.766624
12,310,1,2023-06-02 18:20:25.766624
13,105,1,2023-06-02 18:20:25.766624
14,340,1,2023-06-02 18:20:25.766624
15,281,1,2023-06-02 18:20:25.766624
1,74,2,2023-06-02 18:20:25.768618
2,239,2,2023-06-02 18:20:25.768618
3,82,2,2023-06-02 18:20:25.768618
4,335,2,2023-06-02 18:20:25.768618
5,118,2,2023-06-02 18:20:25.768618
6,30,2,2023-06-02 18:20:25.768618
7,19,2,2023-06-02 18:20:25.768618
8,13,2,2023-06-02 18:20:25.768618
9,143,2,2023-06-02 18:20:25.768618
10,56,2,2023-06-02 18:20:25.768618
11,311,2,2023-06-02 18:20:25.768618
12,144,2,2023-06-02 18:20:25.768618
13,188,2,2023-06-02 18:20:25.768618
14,327,2,2023-06-02 18:20:25.768618
15,102,2,2023-06-02 18:20:25.768618
1,143,3,2023-06-02 18:20:25.768618
2,151,3,2023-06-02 18:20:25.768618
3,198,3,2023-06-02 18:20:25.768618
4,232,3,2023-06-02 18:20:25.768618
5,295,3,2023-06-02 18:20:25.768618
6,274,3,2023-06-02 18:20:25.768618
7,134,3,2023-06-02 18:20:25.768618
8,214,3,2023-06-02 18:20:25.768618
9,80,3,2023-06-02 18:20:25.768618
10,27,3,2023-06-02 18:20:25.768618
11,271,3,2023-06-02 18:20:25.768618
12,162,3,2023-06-02 18:20:25.768618
13,222,3,2023-06-02 18:20:25.768618
14,305,3,2023-06-02 18:20:25.768618
15,282,3,2023-06-02 18:20:25.768618
1,163,4,2023-06-02 18:20:25.770611
2,123,4,2023-06-02 18:20:25.770611
3,168,4,2023-06-02 18:20:25.770611
4,96,4,2023-06-02 18:20:25.770611
5,323,4,2023-06-02 18:20:25.770611
6,279,4,2023-06-02 18:20:25.770611
7,77,4,2023-06-02 18:20:25.770611
8,226,4,2023-06-02 18:20:25.770611
9,317,4,2023-06-02 18:20:25.770611
10,280,4,2023-06-02 18:20:25.770611
11,142,4,2023-06-02 18:20:25.770611
12,126,4,2023-06-02 18:20:25.770611
13,105,4,2023-06-02 18:20:25.770611
14,224,4,2023-06-02 18:20:25.770611
15,67,4,2023-06-02 18:20:25.770611
1,222,5,2023-06-02 18:20:25.785561
2,233,5,2023-06-02 18:20:25.785561
3,206,5,2023-06-02 18:20:25.785561
4,128,5,2023-06-02 18:20:25.785561
5,146,5,2023-06-02 18:20:25.785561
6,313,5,2023-06-02 18:20:25.785561
7,285,5,2023-06-02 18:20:25.785561
8,152,5,2023-06-02 18:20:25.785561
9,275,5,2023-06-02 18:20:25.785561
10,304,5,2023-06-02 18:20:25.785561
11,186,5,2023-06-02 18:20:25.785561
12,58,5,2023-06-02 18:20:25.785561
13,197,5,2023-06-02 18:20:25.785561
14,214,5,2023-06-02 18:20:25.785561
15,292,5,2023-06-02 18:20:25.785561
1,326,6,2023-06-02 18:20:25.786558
2,114,6,2023-06-02 18:20:25.786558
3,170,6,2023-06-02 18:20:25.786558
4,322,6,2023-06-02 18:20:25.786558
5,149,6,2023-06-02 18:20:25.786558
6,18,6,2023-06-02 18:20:25.786558
7,65,6,2023-06-02 18:20:25.786558
8,203,6,2023-06-02 18:20:25.786558
9,18,6,2023-06-02 18:20:25.786558
10,81,6,2023-06-02 18:20:25.786558
11,104,6,2023-06-02 18:20:25.786558
12,254,6,2023-06-02 18:20:25.786558
13,86,6,2023-06-02 18:20:25.786558
14,28,6,2023-06-02 18:20:25.786558
15,14,6,2023-06-02 18:20:25.786558
1,80,7,2023-06-02 18:20:25.787555
2,341,7,2023-06-02 18:20:25.787555
3,344,7,2023-06-02 18:20:25.787555
4,87,7,2023-06-02 18:20:25.787555
5,242,7,2023-06-02 18:20:25.787555
6,108,7,2023-06-02 18:20:25.787555
7,279,7,2023-06-02 18:20:25.787555
8,295,7,2023-06-02 18:20:25.787555
9,170,7,2023-06-02 18:20:25.787555
10,88,7,2023-06-02 18:20:25.787555
11,338,7,2023-06-02 18:20:25.787555
12,77,7,2023-06-02 18:20:25.787555
13,40,7,2023-06-02 18:20:25.787555
14,10,7,2023-06-02 18:20:25.787555
15,308,7,2023-06-02 18:20:25.787555
1,57,8,2023-06-02 18:20:25.787555
2,238,8,2023-06-02 18:20:25.787555
3,132,8,2023-06-02 18:20:25.787555
4,333,8,2023-06-02 18:20:25.787555
5,45,8,2023-06-02 18:20:25.787555
6,275,8,2023-06-02 18:20:25.787555
7,260,8,2023-06-02 18:20:25.787555
8,56,8,2023-06-02 18:20:25.787555
9,273,8,2023-06-02 18:20:25.787555
10,164,8,2023-06-02 18:20:25.787555
11,228,8,2023-06-02 18:20:25.787555
12,116,8,2023-06-02 18:20:25.787555
13,113,8,2023-06-02 18:20:25.787555
14,53,8,2023-06-02 18:20:25.787555
15,64,8,2023-06-02 18:20:25.787555
1,75,9,2023-06-02 18:20:25.789548
2,345,9,2023-06-02 18:20:25.789548
3,7,9,2023-06-02 18:20:25.789548
4,212,9,2023-06-02 18:20:25.789548
5,145,9,2023-06-02 18:20:25.789548
6,133,9,2023-06-02 18:20:25.789548
7,294,9,2023-06-02 18:20:25.789548
8,263,9,2023-06-02 18:20:25.789548
9,47,9,2023-06-02 18:20:25.789548
10,25,9,2023-06-02 18:20:25.789548
11,332,9,2023-06-02 18:20:25.789548
12,135,9,2023-06-02 18:20:25.789548
13,204,9,2023-06-02 18:20:25.789548
14,30,9,2023-06-02 18:20:25.789548
15,144,9,2023-06-02 18:20:25.789548
1,316,10,2023-06-02 18:20:25.790544
2,131,10,2023-06-02 18:20:25.790544
3,27,10,2023-06-02 18:20:25.790544
4,250,10,2023-06-02 18:20:25.790544
5,98,10,2023-06-02 18:20:25.790544
6,346,10,2023-06-02 18:20:25.790544
7,209,10,2023-06-02 18:20:25.790544
8,288,10,2023-06-02 18:20:25.790544
9,99,10,2023-06-02 18:20:25.790544
10,19,10,2023-06-02 18:20:25.790544
11,126,10,2023-06-02 18:20:25.790544
12,14,10,2023-06-02 18:20:25.790544
13,37,10,2023-06-02 18:20:25.790544
14,285,10,2023-06-02 18:20:25.790544
15,86,10,2023-06-02 18:20:25.790544
1,334,11,2023-06-02 18:20:25.791541
2,136,11,2023-06-02 18:20:25.791541
3,163,11,2023-06-02 18:20:25.791541
4,280,11,2023-06-02 18:20:25.791541
5,65,11,2023-06-02 18:20:25.791541
6,82,11,2023-06-02 18:20:25.791541
7,122,11,2023-06-02 18:20:25.791541
8,260,11,2023-06-02 18:20:25.791541
9,309,11,2023-06-02 18:20:25.791541
10,32,11,2023-06-02 18:20:25.791541
11,266,11,2023-06-02 18:20:25.791541
12,285,11,2023-06-02 18:20:25.791541
13,126,11,2023-06-02 18:20:25.791541
14,265,11,2023-06-02 18:20:25.791541
15,166,11,2023-06-02 18:20:25.791541
1,258,12,2023-06-02 18:20:25.792539
2,314,12,2023-06-02 18:20:25.792539
3,79,12,2023-06-02 18:20:25.792539
4,46,12,2023-06-02 18:20:25.792539
5,46,12,2023-06-02 18:20:25.792539
6,299,12,2023-06-02 18:20:25.792539
7,228,12,2023-06-02 18:20:25.792539
8,306,12,2023-06-02 18:20:25.792539
9,338,12,2023-06-02 18:20:25.792539
10,27,12,2023-06-02 18:20:25.792539
11,148,12,2023-06-02 18:20:25.792539
