id_dat,value,crep_id,create_date
1,0,1,2023-06-02 18:20:47.194708
2,37,1,2023-06-02 18:20:47.194708
3,222,1,2023-06-02 18:20:47.194708
4,324,1,2023-06-02 18:20:47.194708
5,349,1,2023-06-02 18:20:47.194708
6,271,1,2023-06-02 18:20:47.194708
7,104,1,2023-06-02 18:20:47.194708
8,97,1,2023-06-02 18:20:47.194708
9,252,1,2023-06-02 18:20:47.194708
10,135,1,2023-06-02 18:20:47.194708
11,224,1,2023-06-02 18:20:47.194708
12,38,1,2023-06-02 18:20:47.194708
13,92,1,2023-06-02 18:20:47.194708
14,125,1,2023-06-02 18:20:47.194708
15,243,1,2023-06-02 18:20:47.194708
1,156,2,2023-06-02 18:20:47.199690
2,69,2,2023-06-02 18:20:47.199690
3,60,2,2023-06-02 18:20:47.199690
4,265,2,2023-06-02 18:20:47.199690
5,55,2,2023-06-02 18:20:47.199690
6,260,2,2023-06-02 18:20:47.199690
7,296,2,2023-06-02 18:20:47.199690
8,264,2,2023-06-02 18:20:47.199690
9,25,2,2023-06-02 18:20:47.199690
10,170,2,2023-06-02 18:20:47.199690
11,321,2,2023-06-02 18:20:47.199690
12,150,2,2023-06-02 18:20:47.199690
13,83,2,2023-06-02 18:20:47.199690
14,216,2,2023-06-02 18:20:47.199690
15,145,2,2023-06-02 18:20:47.199690
1,87,3,2023-06-02 18:20:47.200686
2,136,3,2023-06-02 18:20:47.200686
3,317,3,2023-06-02 18:20:47.200686
4,312,3,2023-06-02 18:20:47.200686
5,114,3,2023-06-02 18:20:47.200686
6,289,3,2023-06-02 18:20:47.200686
7,76,3,2023-06-02 18:20:47.200686
8,108,3,2023-06-02 18:20:47.200686
9,49,3,2023-06-02 18:20:47.200686
10,44,3,2023-06-02 18:20:47.200686
11,1,3,2023-06-02 18:20:47.200686
12,189,3,2023-06-02 18:20:47.200686
13,261,3,2023-06-02 18:20:47.200686
14,239,3,2023-06-02 18:20:47.200686
15,235,3,2023-06-02 18:20:47.200686
1,181,4,2023-06-02 18:20:47.200686
2,324,4,2023-06-02 18:20:47.200686
3,131,4,2023-06-02 18:20:47.200686
4,280,4,2023-06-02 18:20:47.200686
5,296,4,2023-06-02 18:20:47.200686
6,26,4,2023-06-02 18:20:47.200686
7,153,4,2023-06-02 18:20:47.200686
8,174,4,2023-06-02 18:20:47.200686
9,218,4,2023-06-02 18:20:47.200686
10,322,4,2023-06-02 18:20:47.200686
11,36,4,2023-06-02 18:20:47.200686
12,319,4,2023-06-02 18:20:47.200686
13,103,4,2023-06-02 18:20:47.200686
14,312,4,2023-06-02 18:20:47.200686
15,176,4,2023-06-02 18:20:47.200686
1,120,5,2023-06-02 18:20:47.201682
2,272,5,2023-06-02 18:20:47.201682
3,23,5,2023-06-02 18:20:47.201682
4,186,5,2023-06-02 18:20:47.201682
